Activo,Nombre,Clase,Pais Sede,Tipo de Activo,Activo /|Cancelado,Codigo,Bolsa / Fuente,Descripción del|tipo valor,Fecha del|Inicio de la Serie,Fecha de la|Ult Cotización,Moneda de las|Cotizaciones,Sector NAICS|ult disponib,Sector|Economatica
SEGCOAMB<XMEX>,Seguros Com America,B,MX,Accion,cancelado,SEGCOAMB,BMV,-,26/02/1992,06/11/2001,Peso Mexico,Instituciones de seguros,Finanzas y Seguros
SIDEKA<XMEX>,Sidek Grupo,A,MX,Accion,cancelado,SIDEKA,BMV,-,14/02/1995,15/03/1999,Peso Mexico,"Hoteles, moteles y similares",Otros
SIDEKB<XMEX>,Sidek Grupo,B,MX,Accion,cancelado,SIDEKB,BMV,-,02/12/1991,15/03/1999,Peso Mexico,"Hoteles, moteles y similares",Otros
SIDEKL<XMEX>,Sidek Grupo,L,MX,Accion,cancelado,SIDEKL,BMV,-,08/02/1995,15/03/1999,Peso Mexico,"Hoteles, moteles y similares",Otros
SIGMAB<XMEX>,Sigma Grupo,B,MX,Accion,cancelado,SIGMAB,BMV,-,19/09/1994,25/07/2000,Peso Mexico,"Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles",Alimentos y Beb
SIMECA<XMEX>,Simec Grupo,A,MX,Accion,cancelado,SIMECA,BMV,-,-,-,Peso Mexico,Industria básica del hierro y del acero,Siderur & Metalur
SITURA<XMEX>,Situr Grupo,A,MX,Accion,cancelado,SITURA,BMV,-,-,-,Peso Mexico,"Hoteles, moteles y similares",Otros
SITURB<XMEX>,Situr Grupo,B,MX,Accion,cancelado,SITURB,BMV,-,05/12/1991,15/03/1999,Peso Mexico,"Hoteles, moteles y similares",Otros
SURESTEA<XMEX>,Sureste Gpo Fin,A,MX,Accion,cancelado,SURESTEA,BMV,-,06/04/1994,08/03/1995,Peso Mexico,Servicios financieros y de seguros,Finanzas y Seguros
SURESTEB<XMEX>,Sureste Gpo Fin,B,MX,Accion,cancelado,SURESTEB,BMV,-,06/04/1994,08/03/1995,Peso Mexico,Servicios financieros y de seguros,Finanzas y Seguros
SYNKROA<XMEX>,Synkro Industrias,A,MX,Accion,cancelado,SYNKROA,BMV,-,09/02/1998,16/10/2003,Peso Mexico,Fabricación de prendas de vestir de tejido de punto,Textil
SYNKROC<XMEX>,Synkro Industrias,C,MX,Accion,cancelado,SYNKROC,BMV,-,11/10/1993,06/08/2002,Peso Mexico,Fabricación de prendas de vestir de tejido de punto,Textil
TEKCHEMA<XMEX>,Tekchem,A,MX,Accion,cancelado,TEKCHEMA,BMV,-,27/09/1996,03/04/2008,Peso Mexico,Fabricación de otros productos químicos,Química
TELMEXA<XMEX>,Telefs de Mex,A,MX,Accion,cancelado,TELMEXA,BMV,-,02/12/1991,07/12/2012,Peso Mexico,Operadores de servicios de telecomunicaciones vía satélite,Telecomunicación
TELMEXL<XMEX>,Telefs de Mex,L,MX,Accion,cancelado,TELMEXL,BMV,-,02/12/1991,07/12/2012,Peso Mexico,Operadores de servicios de telecomunicaciones vía satélite,Telecomunicación
SITESAA<XMEX>,Telesites,AA,MX,Accion,cancelado,SITESAA,BMV,-,-,-,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
SITESL<XMEX>,Telesites,L,MX,Accion,cancelado,SITESL,BMV,-,21/12/2015,14/07/2016,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
TLEVISAA<XMEX>,Televisa Gpo,A,MX,Accion,cancelado,TLEVISAA,BMV,-,06/12/1999,10/06/2005,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
TLEVISAB<XMEX>,Televisa Gpo,B,MX,Accion,cancelado,TLEVISAB,BMV,-,04/10/2004,04/10/2004,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
TLEVISAD<XMEX>,Televisa Gpo,D,MX,Accion,cancelado,TLEVISAD,BMV,-,04/10/2004,04/10/2004,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
TLEVISAL<XMEX>,Televisa Gpo,L,MX,Accion,cancelado,TLEVISAL,BMV,-,04/10/2004,04/10/2004,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
TELINTA<XMEX>,Telmex Interna,A,MX,Accion,cancelado,TELINTA,BMV,-,09/06/2008,27/04/2011,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
TELINTL<XMEX>,Telmex Interna,L,MX,Accion,cancelado,TELINTL,BMV,-,09/06/2008,27/04/2011,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
TENUSB-1<XMEX>,Tenedora US,B-1,MX,Accion,cancelado,TENUSB-1,BMV,-,08/07/2002,16/08/2002,Peso Mexico,Tienda de equipos electrónicos,Comercio
TUACEROA<XMEX>,Tubacero,A,MX,Accion,cancelado,TUACEROA,BMV,-,11/04/1995,11/04/1995,Peso Mexico,Fabricación de productos de hierro y acero,Siderur & Metalur
TUACEROB<XMEX>,Tubacero,B,MX,Accion,cancelado,TUACEROB,BMV,-,11/04/1995,11/04/1995,Peso Mexico,Fabricación de productos de hierro y acero,Siderur & Metalur
TAMSA<XMEX>,Tubos de Acero Mex,Ord,MX,Accion,cancelado,TAMSA,BMV,-,02/12/1991,13/12/2002,Peso Mexico,Fabricación de productos de hierro y acero,Siderur & Metalur
UNEFONA<XMEX>,Unefon,A,MX,Accion,cancelado,UNEFONA,BMV,-,15/12/2000,04/07/2005,Peso Mexico,Telecomunicaciones,Telecomunicación
UNICAB<XMEX>,Union de Capitales,B,MX,Accion,cancelado,UNICAB,BMV,-,20/03/1998,31/01/2002,Peso Mexico,Corporativos,Otros
CNCIB<XMEX>,Universidad CNCI,B,MX,Accion,cancelado,CNCIB,BMV,-,21/07/1997,11/11/2011,Peso Mexico,Tienda de equipos electrónicos,Comercio
USCOMB-1<XMEX>,US Commercial,B-1,MX,Accion,cancelado,USCOMB-1,BMV,-,09/07/2002,13/12/2007,Peso Mexico,Tienda de equipos electrónicos,Comercio
VALLEB<XMEX>,Valle Jugos Del,B,MX,Accion,cancelado,VALLEB,BMV,-,28/03/1994,30/08/2007,Peso Mexico,Industria de las bebidas,Alimentos y Beb
VALUEGFA<XMEX>,Value GF,A,MX,Accion,cancelado,VALUEGFA,BMV,-,14/07/1998,08/11/2000,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
VZT<XMEX>,Verzatec,Ord,MX,Accion,cancelado,VZT,BMV,-,28/06/2006,30/06/2008,Peso Mexico,Fabricación de productos de hierro y acero,Siderur & Metalur
VIDEO<XMEX>,Video Visa Gpo,Ord,MX,Accion,cancelado,VIDEO,BMV,-,23/04/1997,21/12/2000,Peso Mexico,Otros servicios recreativos,Otros
VISTAB<XMEX>,Vista Oil & Gas,B,MX,Accion,cancelado,VISTAB,BMV,-,-,-,Peso Mexico,Extracción de petróleo y gas,Petróleo y Gas
WALMEXC<XMEX>,Wal Mart de Mexico,C,MX,Accion,cancelado,WALMEXC,BMV,-,02/12/1991,27/02/2004,Peso Mexico,Grandes almacenes,Comercio
ACCELSAB<XMEX>,Accel,B,MX,Accion,activo,ACCELSAB,BMV,Acciones,30/01/1992,31/12/2025,Peso Mexico,Comercio al por mayor de material primario para productos rurales,Comercio
GAVA<XMEX>,Acosta Verde,A,MX,Accion,activo,GAVA,BMV,Acciones,09/10/2020,24/04/2026,Peso Mexico,Otras construcciones y ingeniería civil,Construcción
GAVB<XMEX>,Acosta Verde,B,MX,Accion,activo,GAVB,BMV,Acciones,-,-,Peso Mexico,Otras construcciones y ingeniería civil,Construcción
GAVEC001<XMEX>,Acosta Verde,EC001,MX,Accion,activo,GAVEC001,BMV,Acciones,-,-,Peso Mexico,Otras construcciones y ingeniería civil,Construcción
AGUILASA<XMEX>,Aguilas,A,MX,Accion,activo,AGUILASA,BMV,Acciones,-,-,Peso Mexico,"Promotores de espectáculos artísticos, culturales, deportivos y similares",Otros
AGUILASB<XMEX>,Aguilas,B,MX,Accion,activo,AGUILASB,BMV,Acciones,-,-,Peso Mexico,"Promotores de espectáculos artísticos, culturales, deportivos y similares",Otros
AGUILASCPO<XMEX>,Aguilas,CPO,MX,Accion,activo,AGUILASCPO,BMV,Acciones,19/02/2024,08/05/2026,Peso Mexico,"Promotores de espectáculos artísticos, culturales, deportivos y similares",Otros
AGUILASD<XMEX>,Aguilas,D,MX,Accion,activo,AGUILASD,BMV,Acciones,-,-,Peso Mexico,"Promotores de espectáculos artísticos, culturales, deportivos y similares",Otros
AGUILASL<XMEX>,Aguilas,L,MX,Accion,activo,AGUILASL,BMV,Acciones,-,-,Peso Mexico,"Promotores de espectáculos artísticos, culturales, deportivos y similares",Otros
ALEATIC<XMEX>,Aleatica,*,MX,Accion,activo,ALEATIC,BMV,Acciones,11/11/2010,29/11/2024,Peso Mexico,Otras construcciones y ingeniería civil,Construcción
ALPEKA<XMEX>,Alpek,A,MX,Accion,activo,ALPEKA,BMV,Acciones,26/04/2012,08/05/2026,Peso Mexico,Fabricación de productos químicos básicos,Química
ALSEA<XMEX>,Alsea,*,MX,Accion,activo,ALSEA,BMV,Acciones,25/06/1999,08/05/2026,Peso Mexico,Otras industrias alimentarias,Alimentos y Beb
ALTERNAB<XMEX>,Alterna Asesoría Internacional,B,MX,Accion,activo,ALTERNAB,BMV,Acciones,02/06/2021,05/05/2026,Peso Mexico,Bancos,Finanzas y Seguros
AMXA<XMEX>,America Movil,A,MX,Accion,activo,AMXA,BMV,Acciones,07/02/2001,15/03/2023,Peso Mexico,Operadores de servicios de telecomunicaciones inalámbricas (excepto satélite),Telecomunicación
AMXB<XMEX>,America Movil,B,MX,Accion,activo,AMXB,BMV,Acciones,07/02/2001,08/05/2026,Peso Mexico,Operadores de servicios de telecomunicaciones inalámbricas (excepto satélite),Telecomunicación
AMXL<XMEX>,America Movil,L,MX,Accion,activo,AMXL,BMV,Acciones,07/02/2001,15/03/2023,Peso Mexico,Operadores de servicios de telecomunicaciones inalámbricas (excepto satélite),Telecomunicación
ARA<XMEX>,Ara Consorcio,*,MX,Accion,activo,ARA,BMV,Acciones,26/09/1996,08/05/2026,Peso Mexico,Edificación residencial,Construcción
AC<XMEX>,Arca Continental,*,MX,Accion,activo,AC,BMV,Acciones,14/12/2001,08/05/2026,Peso Mexico,Industria de las bebidas,Alimentos y Beb
ARISTOSA<XMEX>,Aristos Consorcio,A,MX,Accion,activo,ARISTOSA,BMV,Acciones,18/01/1996,23/01/2026,Peso Mexico,Construcción,Construcción
ASURB<XMEX>,Asureste,B,MX,Accion,activo,ASURB,BMV,Acciones,28/09/2000,08/05/2026,Peso Mexico,Servicios relacionados con el transporte aéreo,Transporte Servic
AUTLANB<XMEX>,Autlan Cia. Minera,B,MX,Accion,activo,AUTLANB,BMV,Acciones,04/02/1994,08/05/2026,Peso Mexico,Minería de minerales metálicos,Minería
AXTELCPO<XMEX>,Axtel,CPO,MX,Accion,activo,AXTELCPO,BMV,Acciones,05/12/2005,08/05/2026,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
BACHOCOB<XMEX>,Bachoco Industrias,B,MX,Accion,activo,BACHOCOB,BMV,Acciones,19/09/1997,09/02/2024,Peso Mexico,Explotación avícola y Huevos,Agro & Pesca
BAFARB<XMEX>,Bafar Grupo,B,MX,Accion,activo,BAFARB,BMV,Acciones,13/09/1996,08/05/2026,Peso Mexico,Explotación de otros animales,Agro & Pesca
BIMBOA<XMEX>,Bimbo,A,MX,Accion,activo,BIMBOA,BMV,Acciones,02/12/1991,08/05/2026,Peso Mexico,Elaboración de productos de panadería y tortillas,Alimentos y Beb
BOLSAA<XMEX>,Bolsa Mexicana Val,A,MX,Accion,activo,BOLSAA,BMV,Acciones,13/06/2008,08/05/2026,Peso Mexico,Bolsa de valores,Finanzas y Seguros
CABLECPO<XMEX>,Cablevision,CPO,MX,Accion,activo,CABLECPO,BMV,Acciones,09/04/2002,30/09/2024,Peso Mexico,Telecomunicaciones,Telecomunicación
GCC<XMEX>,Cementos Chihuahua,*,MX,Accion,activo,GCC,BMV,Acciones,27/02/1992,08/05/2026,Peso Mexico,Fabricación de cemento y productos de concreto,Minerales no Met
CEMEXCPO<XMEX>,Cemex,CPO,MX,Accion,activo,CEMEXCPO,BMV,Acciones,03/04/1992,08/05/2026,Peso Mexico,Fabricación de cemento y productos de concreto,Minerales no Met
CHDRAUIB<XMEX>,Chedraui Grupo,B,MX,Accion,activo,CHDRAUIB,BMV,Acciones,30/04/2010,08/05/2026,Peso Mexico,Grandes almacenes,Comercio
CIDMEGA<XMEX>,Cid Mega Resort,*,MX,Accion,activo,CIDMEGA,BMV,Acciones,29/09/1997,08/05/2026,Peso Mexico,"Hoteles, moteles y similares",Otros
CMRB<XMEX>,Cmr,B,MX,Accion,activo,CMRB,BMV,Acciones,02/06/1997,08/05/2026,Peso Mexico,Otras industrias alimentarias,Alimentos y Beb
KOFUBL<XMEX>,Coca Cola Femsa,UBL,MX,Accion,activo,KOFUBL,BMV,Acciones,05/06/2018,08/05/2026,Peso Mexico,Industria de las bebidas,Alimentos y Beb
COLLADO<XMEX>,Collado,*,MX,Accion,activo,COLLADO,BMV,Acciones,22/07/1997,27/12/2023,Peso Mexico,Industria básica del hierro y del acero,Siderur & Metalur
CTALPEKA<XMEX>,Controladora Alpek,A,MX,Accion,activo,CTALPEKA,BMV,Acciones,07/04/2025,08/12/2025,Peso Mexico,Fabricación de productos derivados del petróleo y del carbón,Petróleo y Gas
NMKA<XMEX>,Controladora Nemak Innovative Lighweighting,A,MX,Accion,activo,NMKA,BMV,Acciones,14/12/2020,03/09/2021,Peso Mexico,Fabricación de partes para vehículos automotores,Vehículos y Pieza
CONVERA<XMEX>,Convertidora Ind.,A,MX,Accion,activo,CONVERA,BMV,Acciones,09/02/1998,06/05/2026,Peso Mexico,Fabricación de productos de plástico,Otros
CIEB<XMEX>,Corp Interam de Ent,B,MX,Accion,activo,CIEB,BMV,Acciones,19/12/1995,08/05/2026,Peso Mexico,Parques con instalaciones recreativas y casas de juegos electrónicos,Otros
CMOCTEZ<XMEX>,Corp Moctezuma,*,MX,Accion,activo,CMOCTEZ,BMV,Acciones,15/09/1997,07/05/2026,Peso Mexico,Fabricación de cemento y productos de concreto,Minerales no Met
ACTINVRB<XMEX>,Corporación Actinver,B,MX,Accion,activo,ACTINVRB,BMV,Acciones,06/04/2010,08/05/2026,Peso Mexico,Bancos,Finanzas y Seguros
CADUA<XMEX>,Corpovael,A,MX,Accion,activo,CADUA,BMV,Acciones,04/12/2015,08/05/2026,Peso Mexico,Edificación residencial,Construcción
COXA<BIVA>,Cox Energy América,*,MX,Accion,activo,COXA,BIVA,Acciones,08/07/2020,07/05/2026,Peso Mexico,"Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
CTAXTELA<XMEX>,Ctaxtel,A,MX,Accion,activo,CTAXTELA,BMV,Acciones,29/05/2023,08/05/2026,Peso Mexico,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
CUERVO<XMEX>,Cuervo,*,MX,Accion,activo,CUERVO,BMV,Acciones,08/02/2017,08/05/2026,Peso Mexico,Industria de las bebidas,Alimentos y Beb
CULTIBAB<XMEX>,Cultiba,B,MX,Accion,activo,CULTIBAB,BMV,Acciones,02/01/1992,08/05/2026,Peso Mexico,Industria de las bebidas,Alimentos y Beb
CYDSASAA<XMEX>,Cydsa,A,MX,Accion,activo,CYDSASAA,BMV,Acciones,02/12/1991,08/05/2026,Peso Mexico,Fabricación de otros productos químicos,Química
DIABLOSA<XMEX>,Diablos Rojos,A,MX,Accion,activo,DIABLOSA,BMV,Acciones,-,-,Peso Mexico,Deportistas y equipos deportivos profesionales,Otros
DIABLOSO<XMEX>,Diablos Rojos,O,MX,Accion,activo,DIABLOSO,BMV,Acciones,10/01/2025,07/05/2026,Peso Mexico,Deportistas y equipos deportivos profesionales,Otros
DINEA<XMEX>,Dine,A,MX,Accion,activo,DINEA,BMV,Acciones,30/05/2007,20/04/2026,Peso Mexico,Loteamento de inmuebles,Construcción
DINEB<XMEX>,Dine,B,MX,Accion,activo,DINEB,BMV,Acciones,30/05/2007,20/04/2026,Peso Mexico,Loteamento de inmuebles,Construcción
ELEKTRA<XMEX>,Elektra Gpo,*,MX,Accion,activo,ELEKTRA,BMV,Acciones,15/07/1994,29/09/2025,Peso Mexico,Otros tipos de tienda,Comercio
ELEMAT<XMEX>,Elemat,*,MX,Accion,activo,ELEMAT,BMV,Acciones,01/09/2021,23/06/2022,Peso Mexico,Fabricación de cemento y productos de concreto,Minerales no Met
ESENTIAII<XMEX>,Esentia Energy,II,MX,Accion,activo,ESENTIAII,BMV,Acciones,21/11/2025,08/05/2026,Peso Mexico,Suministro de gas por ductos al consumidor final,Petróleo y Gas
BEVIDESA<XMEX>,Far-Ben,A,MX,Accion,activo,BEVIDESA,BMV,Acciones,20/12/2001,26/11/2015,Peso Mexico,Tienda de artículos de salud y cuidados personales,Comercio
BEVIDESB<XMEX>,Far-Ben,B,MX,Accion,activo,BEVIDESB,BMV,Acciones,28/04/1993,29/10/2025,Peso Mexico,Tienda de artículos de salud y cuidados personales,Comercio
FEMSAUB<XMEX>,Fomento Econ Mex,UB,MX,Accion,activo,FEMSAUB,BMV,Acciones,03/06/1998,06/05/2026,Peso Mexico,Industria de las bebidas,Alimentos y Beb
FEMSAUBD<XMEX>,Fomento Econ Mex,UBD,MX,Accion,activo,FEMSAUBD,BMV,Acciones,02/12/1991,08/05/2026,Peso Mexico,Industria de las bebidas,Alimentos y Beb
FORTALE<XMEX>,Fortale,*,MX,Accion,activo,FORTALE,BMV,Acciones,10/07/2015,23/06/2022,Peso Mexico,Fabricación de cemento y productos de concreto,Minerales no Met
FRAGUAB<XMEX>,Fragua Corporativo,B,MX,Accion,activo,FRAGUAB,BMV,Acciones,06/10/1997,08/05/2026,Peso Mexico,Tienda de artículos de salud y cuidados personales,Comercio
GBMO<XMEX>,GBM,O,MX,Accion,activo,GBMO,BMV,Acciones,30/01/2006,07/05/2026,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
GCARSOA1<XMEX>,GCarso,A1,MX,Accion,activo,GCARSOA1,BMV,Acciones,02/12/1991,08/05/2026,Peso Mexico,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
LABB<XMEX>,Genomma Lab Intern,B,MX,Accion,activo,LABB,BMV,Acciones,18/06/2008,08/05/2026,Peso Mexico,Fabricación de productos farmacéuticos,Química
GENTERA<XMEX>,Gentera,*,MX,Accion,activo,GENTERA,BMV,Acciones,24/12/2010,08/05/2026,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
GFNORTEO<XMEX>,GFBanorte,O,MX,Accion,activo,GFNORTEO,BMV,Acciones,13/10/1992,08/05/2026,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
GFINBURO<XMEX>,GFInbursa,O,MX,Accion,activo,GFINBURO,BMV,Acciones,26/02/1993,08/05/2026,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
GFMULTIO<XMEX>,GFMultiva,O,MX,Accion,activo,GFMULTIO,BMV,Acciones,03/04/1992,22/10/2025,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
GICSAB<XMEX>,Gicsa,B,MX,Accion,activo,GICSAB,BMV,Acciones,04/06/2015,08/05/2026,Peso Mexico,Edificación residencial,Construcción
GIGANTE<XMEX>,Gigante Gpo,*,MX,Accion,activo,GIGANTE,BMV,Acciones,02/01/1992,29/04/2026,Peso Mexico,Grandes almacenes,Comercio
GISSAA<XMEX>,GInd Saltillo,A,MX,Accion,activo,GISSAA,BMV,Acciones,12/04/2010,08/05/2026,Peso Mexico,Fabricación de productos a base de arcillas y minerales refractarios,Minerales no Met
GMD<XMEX>,GMex Desarrollo,*,MX,Accion,activo,GMD,BMV,Acciones,22/01/2008,08/05/2026,Peso Mexico,"Construcción de carreteras, calles, puentes y tuneles",Construcción
GMEXICOB<XMEX>,GMexico,B,MX,Accion,activo,GMEXICOB,BMV,Acciones,11/08/1994,08/05/2026,Peso Mexico,Minería de minerales metálicos,Minería
GPH1<XMEX>,GPalacio de Hierro,1,MX,Accion,activo,GPH1,BMV,Acciones,08/01/1992,07/08/2025,Peso Mexico,Grandes almacenes,Comercio
GAPB<XMEX>,Gpo Aeroport Pacif,B,MX,Accion,activo,GAPB,BMV,Acciones,24/02/2006,08/05/2026,Peso Mexico,Servicios relacionados con el transporte aéreo,Transporte Servic
GPROFUT<XMEX>,GProfut,*,MX,Accion,activo,GPROFUT,BMV,Acciones,02/04/2002,13/02/2026,Peso Mexico,Instituciones de seguros,Finanzas y Seguros
GRUMAB<XMEX>,Gruma,B,MX,Accion,activo,GRUMAB,BMV,Acciones,29/04/1994,08/05/2026,Peso Mexico,Molienda de granos y de semillas oleaginosas,Alimentos y Beb
AERO<XMEX>,"Grupo Aeroméxico, S.A.B. de C.V.",*,MX,Accion,activo,AERO,BMV,Acciones,07/11/2025,08/05/2026,Peso Mexico,Transporte aéreo regular,Transporte Servic
KUOA<XMEX>,Grupo Kuo,A,MX,Accion,activo,KUOA,BMV,Acciones,02/01/1992,20/04/2026,Peso Mexico,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
KUOB<XMEX>,Grupo Kuo,B,MX,Accion,activo,KUOB,BMV,Acciones,02/12/1991,08/05/2026,Peso Mexico,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
POCHTECB<XMEX>,Grupo Pochteca,B,MX,Accion,activo,POCHTECB,BMV,Acciones,30/04/1996,08/05/2026,Peso Mexico,Fabricación de productos químicos básicos,Química
TRAXIONA<XMEX>,Grupo Traxión,A,MX,Accion,activo,TRAXIONA,BMV,Acciones,29/09/2017,08/05/2026,Peso Mexico,Otros servicios relacionados con el transporte,Transporte Servic
GSANBORB-1<XMEX>,Gsanborns,B-1,MX,Accion,activo,GSANBORB-1,BMV,Acciones,21/04/1999,19/09/2023,Peso Mexico,Otras tiendas de mercancias diversas,Comercio
HERDEZ<XMEX>,Herdez,*,MX,Accion,activo,HERDEZ,BMV,Acciones,02/01/1992,08/05/2026,Peso Mexico,"Conservación de frutas, verduras, guisos y otros alimentos preparados",Alimentos y Beb
HIMEXSAA<XMEX>,Himexsa,A,MX,Accion,activo,HIMEXSAA,BMV,Acciones,27/06/1996,14/02/2018,Peso Mexico,"Preparación e hilado de fibras textiles, y fabricación de hilos",Textil
HIMEXSAB<XMEX>,Himexsa,B,MX,Accion,activo,HIMEXSAB,BMV,Acciones,-,-,Peso Mexico,"Preparación e hilado de fibras textiles, y fabricación de hilos",Textil
MONEXB<XMEX>,Holding Monex,B,MX,Accion,activo,MONEXB,BMV,Acciones,12/07/2010,15/02/2023,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
HOMEX<XMEX>,Homex Desarr,*,MX,Accion,activo,HOMEX,BMV,Acciones,29/06/2004,30/05/2025,Peso Mexico,Edificación residencial,Construcción
HOTEL<XMEX>,Hotel,*,MX,Accion,activo,HOTEL,BMV,Acciones,12/09/2014,07/05/2026,Peso Mexico,"Hoteles, moteles y similares",Otros
HCITY<XMEX>,Hoteles City Express,*,MX,Accion,activo,HCITY,BMV,Acciones,14/06/2013,08/05/2026,Peso Mexico,"Hoteles, moteles y similares",Otros
IDEALB-1<XMEX>,Ideal,B-1,MX,Accion,activo,IDEALB-1,BMV,Acciones,15/09/2005,18/02/2026,Peso Mexico,Otras construcciones y ingeniería civil,Construcción
ICHB<XMEX>,Industrias Ch,B,MX,Accion,activo,ICHB,BMV,Acciones,11/08/1992,08/05/2026,Peso Mexico,Industria básica del hierro y del acero,Siderur & Metalur
INGEALB<XMEX>,Ingeal,B,MX,Accion,activo,INGEALB,BMV,Acciones,08/12/1994,11/04/2011,Peso Mexico,Elaboración de productos de panadería y tortillas,Alimentos y Beb
CERAMICB<XMEX>,Inter de Ceramica,B,MX,Accion,activo,CERAMICB,BMV,Acciones,09/01/1992,26/01/2024,Peso Mexico,Fabricación de productos a base de arcillas y minerales refractarios,Minerales no Met
INVEXA<XMEX>,Invex Controladora,A,MX,Accion,activo,INVEXA,BMV,Acciones,24/02/1998,05/05/2026,Peso Mexico,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
KIMBERA<XMEX>,Kimberly Clark Mex,A,MX,Accion,activo,KIMBERA,BMV,Acciones,02/12/1991,08/05/2026,Peso Mexico,Tienda de artículos de salud y cuidados personales,Comercio
KIMBERB<XMEX>,Kimberly Clark Mex,B,MX,Accion,activo,KIMBERB,BMV,Acciones,07/01/1992,05/05/2026,Peso Mexico,Tienda de artículos de salud y cuidados personales,Comercio
LACOMERUB<XMEX>,La Comer,UB,MX,Accion,activo,LACOMERUB,BMV,Acciones,-,-,Peso Mexico,Grandes almacenes,Comercio
LACOMERUBC<XMEX>,La Comer,UBC,MX,Accion,activo,LACOMERUBC,BMV,Acciones,04/01/2016,08/05/2026,Peso Mexico,Grandes almacenes,Comercio
LALAB<XMEX>,Lala,B,MX,Accion,activo,LALAB,BMV,Acciones,16/10/2013,24/10/2022,Peso Mexico,Elaboración de productos lácteos,Alimentos y Beb
LAMOSA<XMEX>,Lamosa Gpo,*,MX,Accion,activo,LAMOSA,BMV,Acciones,28/01/1992,08/05/2026,Peso Mexico,Fabricación de productos a base de arcillas y minerales refractarios,Minerales no Met
LIVEPOL1<XMEX>,Liverpool Puerto de,1,MX,Accion,activo,LIVEPOL1,BMV,Acciones,02/01/1992,07/05/2026,Peso Mexico,Grandes almacenes,Comercio
LIVEPOLC-1<XMEX>,Liverpool Puerto de,C-1,MX,Accion,activo,LIVEPOLC-1,BMV,Acciones,11/06/1992,08/05/2026,Peso Mexico,Grandes almacenes,Comercio
MAXCOMA<XMEX>,Maxcom Telecom,A,MX,Accion,activo,MAXCOMA,BMV,Acciones,23/08/2016,02/05/2022,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
MEDICAB<XMEX>,Medica Sur,B,MX,Accion,activo,MEDICAB,BMV,Acciones,11/03/1994,08/05/2026,Peso Mexico,Consultorios médicos,Otros
MEGACPO<XMEX>,Megacable Holdings,CPO,MX,Accion,activo,MEGACPO,BMV,Acciones,07/11/2007,08/05/2026,Peso Mexico,Otros servicios de telecomunicaciones,Telecomunicación
MFRISCOA-1<XMEX>,Mfrisco,A-1,MX,Accion,activo,MFRISCOA-1,BMV,Acciones,06/01/2011,08/05/2026,Peso Mexico,Minería de minerales metálicos,Minería
MFRISCOA-2<XMEX>,Mfrisco,A-2,MX,Accion,activo,MFRISCOA-2,BMV,Acciones,30/10/2019,20/05/2021,Peso Mexico,Minería de minerales metálicos,Minería
MINSAB<XMEX>,Minsa,B,MX,Accion,activo,MINSAB,BMV,Acciones,20/08/1997,14/01/2026,Peso Mexico,Molienda de granos y de semillas oleaginosas,Alimentos y Beb
NUTRISAA<XMEX>,Nutrisa,A,MX,Accion,activo,NUTRISAA,BMV,Acciones,18/09/2025,08/05/2026,Peso Mexico,Tienda de alimentos especiales,Comercio
OMAB<XMEX>,OMA,B,MX,Accion,activo,OMAB,BMV,Acciones,29/11/2006,08/05/2026,Peso Mexico,Servicios relacionados con el transporte aéreo,Transporte Servic
SITES1A-1<XMEX>,Operadora de Sites Mexicanos,A-1,MX,Accion,activo,SITES1A-1,BMV,Acciones,16/03/2022,08/05/2026,Peso Mexico,Instalaciones y equipamiento en construcciones,Construcción
ORBIA<XMEX>,Orbia,*,MX,Accion,activo,ORBIA,BMV,Acciones,09/12/1992,08/05/2026,Peso Mexico,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
